product,Manufacturer,date,title,rating,body,clean_review,accuracy,activitymeasurement,activitymode,activityreminder,activitytracker,affordable,aiassistance,aibutton,alarm,alarmsetting,alarmvibration,alarmvibrator,alexa,alexaassistant,alexacommand,alexamode,alexasupport,altimeter,analog,assistance,audioquality,badmintonmode,band,bandrubber,barometer,battery,batterybackup,batterydurability,batteryindicator,batterylife,batteryperformance,batterypower,belt,beltquality,bloodoxygen,bloodoxygenmeasure,bloodpressure,bluetooth,bodymaterial,bpaccuracy,bpmachine,bpmeasure,bpmeasurement,bpmonitor,bpmonitoraccuracy,bpmonitoring,bpsymbol,breathingquality,breathmode,brightnesscontrol,budget,button,calculator,call,callsnotification,calorie,caloriecount,calorietracker,camerabutton,cameracontrol,carracingmode,charger,chip,circulardial,comfortability,compatibility,connectivity,cost,customdial,customercare,customerservice,customersupport,customisable,customisewatchface,customization,cyclingmode,data,datacalculation,datasyncs,design,dial,dialpadsensor,digitalcrownlockbutton,digitaltime,digitalwatch,display,displaybrightness,displaynavigation,displayquality,displayresolution,distancecalculation,distancemeasure,distancetracker,distancetracking,durability,ecg,excercisemode,exercisemode,exercisetracker,facesensor,fingerprint,firmware,firmwareupgrade,fitnessband,fitnessfeatures,fitnessmode,fitnessmonitor,fitnesssensor,fitnesstrack,flashlight,footstep,game,glass,glucosemonitor,googlemap,gps,gpsconnectivity,gpssignal,gpstracker,gpstracking,gui,handmotion,hardware,healthcheckaccuracy,healthmeasurement,healthmode,healthmonitor,healthmonitoring,healthreading,healthstats,healthtracker,heartbeat,heartbeataccuracy,heartbeatmeasurement,heartbeatsensor,heartbeattracker,heartmonitor,heartrate,heartrateaccuracy,heartratealert,heartratecount,heartratedetection,heartratemeasurement,heartratemonitor,heartratesensor,leatherquality,leatherstrap,livetrackingaccuracy,location,lockscreen,loudspeaker,magnet,magnetic,malfunction,material,measurement,medicalmonitoring,memory,mensurationtracker,metal,metalbody,metaldesign,metallic,metallicbody,metallicdesign,mic,micquality,money,monitoringfunction,motiondetection,multiplesport,multisportmode,music,musicfacility,notification,operatingspeed,operatingsystem,outdooractivity,oxygen,oxygenlevel,oxygenmonitor,oxygenmonitoring,oxygensaturationlevelmeasurement,pedometer,phoneconnectivity,physicalactivity,picture,pixel,plasticbody,plasticmaterial,powerbackup,powerbutton,powerconsumption,powersavingmode,pricesegment,pricing,processor,proximitysensor,pulseoximeter,pulseratereading,quality,range,reading,realtimeconnect,reasonableprice,remotecameracontrol,report,responsetime,roundwatch,rubberband,screen,screenclarity,screencustomization,screengaurd,screensensitivity,screentimeout,security,sedentaryalert,sensor,sensorydata,service,servicecenter,servicecentre,servicefacility,servicestation,shape,sidebutton,sidepowerbutton,silentmode,siliconbelt,size,sleepaccuracy,sleepactivity,sleepdetection,sleepduration,sleepingtrack,sleepmeasurement,sleepmode,sleepmonitoring,sleeppattern,sleepreading,sleeprecord,sleepsensor,sleeptrack,sleeptracker,sleeptrackingaccuracy,sleeptrackingmonitor,slidebutton,smsnotification,snapchatnotification,socialmedianotification,software,softwaredevelopment,softwareglitch,sound,soundadjustment,speaker,specs,speedometer,spo2tracking,sport,sporttracker,stepcalculation,stepcounter,stepcounting,stepmeasurement,stepmonitor,steprecording,steptracker,steptracking,stopwatch,storage,strap,strapdesign,strapholder,straplockingsystem,strapquality,stress,stresslevel,stressmeasure,stressmode,stressmonitor,stressstats,stylish,supportteam,swimmingmode,swimmode,synchronization,systeminterface,technicalteam,temperature,temperedglass,tennismode,time,timeadjustment,timesensitivity,touchdesign,touchdisplay,touchfacility,touchnotification,touchpad,touchresponse,touchscreen,touchsensation,touchsense,touchsensitive,touchsensitivity,touchsystem,tracking,trackingaccuracy,trackingactivity,trackingsensor,trainingmode,treadmillmode,ui,userinterface,vibration,vibrationalarm,vibrationmode,visibility,voice,voiceassistant,voicefunction,volumebar,volumebutton,volumecontrol,wakegesturebutton,wakupmode,walktracking,wallpaper,wallpapertimestyle,warrantyservice,wateralert,waterdrinkingalert,waterproof,waterreminder,waterresist,waterresistance,weather,weatherforecast,weathericon,weatherreport,whatsappnotification,wirelesscharge,workoutmeasurement,workoutmode,workoutsessionsummary,workouttracker,airplanemode,alertactivityalarm,alexafunctionality,analogdial,appsynchronization,audioconnectivity,batteryoptimisation,batterypercentageindicator,batterysaving,bpmsensor,bptrack,caloriecalculation,caloriedata,cardioexcercisetracking,compatability,customisedface,cyclingmonitoring,footstepaccuracy,footstepcount,handwashreminder,healthaccuracy,healthcarekit,healthstatus,hearttracker,inactivityalert,lagtime,menstrualcycledata,menstrualtracker,multiplemode,notificationsupport,operatingfunction,outdoorcyclingactivity,pulsemonitor,remoteshuttercontrol,repairservice,runningmode,servicequality,silencemode,sleepingaccuracy,sleepschedule,softwaresupport,splitscreen,stockmonitoring,stressreport,touchnavigation,wakeupmode,whatsappalert,workoutdetection,workoutmonitoring,workoutroutine
"amazon.in:customer reviews: noise colorfit pro 2 full touch control smart watch with 35g weight &amp; upgraded lcd display,ip68 waterproof,heart rate monitor,sleep &amp; step tracker,call &amp; message alerts &amp; long battery life (jet black)",noise,11/17/2019,noise Colour fit pro 2. Go for it guys. Awesome product,5,"If u consider pricing , it is not possible to get any branded smartwatch in that price range. There are similar smartwatches are available on net with more features but nobody assures you warranty and one cannot say features which they promise will actually work once u receive the product. Gone through detailing of this product, and yes I feel one of the best product in the market.","if you consider pricing , it is not possible to get any branded smartwatch in that price range . there are similar smartwatchs are available on net with more feature but nobody assures you warranty and one can not say feature which they promise will actually work once you receive the product . gone through detailing of this product , and yes i feel one of the best product in the market .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon.in:customer reviews: noise colorfit pro 2 full touch control smart watch with 35g weight &amp; upgraded lcd display,ip68 waterproof,heart rate monitor,sleep &amp; step tracker,call &amp; message alerts &amp; long battery life (jet black)",noise,11/17/2019,Not a good product at this price point,4,"Well, now that the product is in use since last almost a month, now I am in a state to write a review.Product looks good. But functions are not as expected. The response time to couple of seconds late. If you want to see the time, you can't see it instantly, rather you have to shake your hand a bit and after 2-3 seconds the time will flash. It's not convenient. So all the initial excitement of my son has gone. He doesn't wear it regularly now a days.Not good at this price point.","well , now that the product is in use since last almost a month , now i am in a state to write a review . product look good . but function are not a expected . the responsetime to couple of second late . if you want to see the time , you canot see it instagramntly , rather you have to shake your hand a bit and after 2-3 second the time will flash . it is not convenient . so all the initial excitement of my son ha gone . he doesnot wear it regularly now a day . not good at this price point .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon.in:customer reviews: fitbit fb507rgpk versa 2 health &amp; fitness smartwatch with heart rate, music, alexa built-in, sleep &amp; swim tracking, petal/copper rose, one size (s &amp; l bands included) (petal/copper rose)",fitbit,11/23/2019,Review,5,All good and better then before,all good and better then before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon.in:customer reviews: fitbit fb507rgpk versa 2 health &amp; fitness smartwatch with heart rate, music, alexa built-in, sleep &amp; swim tracking, petal/copper rose, one size (s &amp; l bands included) (petal/copper rose)",fitbit,11/24/2019,"Poor tracking capabilities, worthless",1,Best avoided. step count is inaccurate . Most forums do not have  a solution to this. Stuck with it as amozon says 'replaceable' not 'returnable '. Deserves zero stars.,best avoided . step count is inaccurate . most forum do not have a solution to this . stuck with it a amozon say 'replaceable ' not 'returnable ' . deserves zero star .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon.in:customer reviews: noise colorfit pro 2 full touch control smart watch with 35g weight &amp; upgraded lcd display,ip68 waterproof,heart rate monitor,sleep &amp; step tracker,call &amp; message alerts &amp; long battery life (jet black)",noise,11/25/2019,Read it! before buying,4,"The product is good for  the price it is being sold. Accuracy is 3.5/5, look wise 5/5, battery life 4/5, screen response 3/5  but the main problem is with the application. Whenever the watch is out of Bluetooth range and comes back again in range of mobile it does not get automatically paired with mobile. every time you have to reinstall the application from the play store and again pair it. because of this all the data is lost and count start from ""zero"".i will not recommend this watch because of the application problem and makers of app also don't bother about fixing the issue.Go for mi smartband or any other band but just don't go for this","the product is good for the price it is being sold . accuracy is 3 . 5/5 , look wise 5/5 , batterylife 4/5 , screen response 3/5 but the main problem is with the application . whenever the watch is out of bluetooth range and come back again in range of mobile it doe not get automatically paired with mobile . every time you have to reinstagramll the application from the play store and again pair it . because of this all the data is lost and count start from zero . i will not recommend this watch because of the application problem and maker of app also donot bother about fixing the issue . go for mi smart band or any other band but just donot go for this",-1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon.in:customer reviews: noise colorfit pro 2 full touch control smart watch with 35g weight &amp; upgraded lcd display,ip68 waterproof,heart rate monitor,sleep &amp; step tracker,call &amp; message alerts &amp; long battery life (jet black)",noise,11/26/2019,Bugs,4,"Update are no longer found and still 5 watch faces, u canot set through gallery and cannot reject calls only reject call in watch but cannot reject in mobile. You can go amazfit products .","update are no longer found and still 5 watch face , you canot set through gallery and can not rejectcalls only rejectcall in watch but can not reject in mobile . you can go amazfit product .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon.in:customer reviews: fitbit fb507rgpk versa 2 health &amp; fitness smartwatch with heart rate, music, alexa built-in, sleep &amp; swim tracking, petal/copper rose, one size (s &amp; l bands included) (petal/copper rose)",fitbit,11/28/2019,Great,5,"Gifted husband on birthday.This is a very sleek looking piece.Calculates stairs and steps accurately.I feel this brand is costly for indian market.If they make a good watch for cost upto 8k  it will be great.I know technology and quality comes at price, but at the same time gadget prices keep dropping after competition comes into market.Like smartphones.","gifted husband on birthday . this is a very sleek looking piece . calculates stair and step accurately . i feel this brand is costly for indian market . if they make a good watch for cost upto 8 k it will be great . i know technology and quality come at price , but at the same time gadget price keep dropping after competition come into market . like smartphones .",,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon.in:customer reviews: noise colorfit pro 2 full touch control smart watch with 35g weight &amp; upgraded lcd display,ip68 waterproof,heart rate monitor,sleep &amp; step tracker,call &amp; message alerts &amp; long battery life (jet black)",noise,11/30/2019,Connecting issue,4,I like the look and touch of the watch. But im facing connectivity issues with my phone. Its really time consuming . Connecting with phone should be automatic.,i like the look and touch of the watch . but i am facing connectivity issues with my phone . it really time consuming . connecting with phone should be automatic .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon.in:customer reviews: noise colorfit pro 2 full touch control smart watch with 35g weight &amp; upgraded lcd display,ip68 waterproof,heart rate monitor,sleep &amp; step tracker,call &amp; message alerts &amp; long battery life (jet black)",noise,11/30/2019,Best Budget Smart Watch,4,Although the touch is laggy and the calculations are not that accurate still it is the best smart watch you can get in this price range,although the touch is laggy and the calculation are not that accurate still it is the best smartwatch you can get in this price range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon.in:customer reviews: noise colorfit pro 2 full touch control smart watch with 35g weight &amp; upgraded lcd display,ip68 waterproof,heart rate monitor,sleep &amp; step tracker,call &amp; message alerts &amp; long battery life (jet black)",noise,12-01-2019,Very good product,5,"Very good item.heart rate, it shows the same as of mi band 4 and honor band 5, but it shows heart rate even if we keep it on table, glass, etc. Pedometer is very much accurate. Nice watch faces but only 4 are available. I thought we can set our pics as watch face like in noise colorfit pro but it doesn't have that feature. But it is a great product.","very good item . heartrate , it show the same a of mi band 4 and honor band 5 , but it show heartrate even if we keep it on table , glass , etc . pedometer is very much accurate . nice watch face but only 4 are available . i thought we can set our pic a watch face like in noise colorfit pro but it doesnot have that feature . but it is a great product .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon.in:customer reviews: fitbit fb507rgpk versa 2 health &amp; fitness smartwatch with heart rate, music, alexa built-in, sleep &amp; swim tracking, petal/copper rose, one size (s &amp; l bands included) (petal/copper rose)",fitbit,12-02-2019,DON'T BUY THIS PRODUCT WASTE OF MONEY,1,"This product is not worth of buying, it's waste of your money.Watch always disconnect with your phone, and don't have proper solution for that.I recommend not to buy it. You can go with other smart watches in market.","this product is not worth of buying , it is waste of your money . watch always disconnect with your phone , and donot have proper solution for that . i recommend not to buy it . you can go with other smartwatchs in market .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon.in:customer reviews: fitbit fb507rgpk versa 2 health &amp; fitness smartwatch with heart rate, music, alexa built-in, sleep &amp; swim tracking, petal/copper rose, one size (s &amp; l bands included) (petal/copper rose)",fitbit,12-05-2019,Expensive Product - Less Value,1,Fit bit heart rate stopped workingStep count skips while driving.Overall very dis satisfied for the money I have paid.,fit bit heartrate stopped workingstep count skip while driving . overall very dis satisfied for the money i have paid .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon.in:customer reviews: fitbit fb507rgpk versa 2 health &amp; fitness smartwatch with heart rate, music, alexa built-in, sleep &amp; swim tracking, petal/copper rose, one size (s &amp; l bands included) (petal/copper rose)",fitbit,12-06-2019,Useless product,1,"This product is a scam, have had it for 3 days.  WhatsApp/SmS notifications not worked 1 day.  Steps, heart rate are all inaccurate.It's nothing more than a time telling device.  Called the Fitbit help no. And was told that notifications issue has been going on for a few days now.  They are trying to figure it out.  It'll probably start working the day the return is processed.","this product is a scam , have had it for 3 day . whatsapp/smsnotification not worked 1 day . step , heartrate are all inaccurate . it is nothing more than a time telling device . called the fitbit help no . and wa told that notification issue ha been going on for a few day now . they are trying to figure it out . it will probably start working the day the return is processed .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon.in:customer reviews: fitbit fb507rgpk versa 2 health &amp; fitness smartwatch with heart rate, music, alexa built-in, sleep &amp; swim tracking, petal/copper rose, one size (s &amp; l bands included) (petal/copper rose)",fitbit,12-07-2019,Good one with nice look and features - Fitbit Versa 2,4,"This is my first smart watch , which is not disappointing, 5 days charge for a normal use and if you are always connected via bluetooth means it may reduce to 3-4 daysFeatures are good , look is also goodGot it for 168 € on Black friday sale.","this is my first smartwatch , which is not disappointing , 5 day charge for a normal use and if you are always connected via bluetooth mean it may reduce to 3-4 daysfeatures are good , look is also goodgot it for 168 € on black friday sale .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon.in:customer reviews: fitbit fb507rgpk versa 2 health &amp; fitness smartwatch with heart rate, music, alexa built-in, sleep &amp; swim tracking, petal/copper rose, one size (s &amp; l bands included) (petal/copper rose)",fitbit,12-08-2019,Constly in India....more money not so much value,5,I purchased it in Australia which is 8k cheaper than it is sold in India. You can go for a non-branded device with the similar features. I posted this review in a hope to help the middle class buyers (same as me) to save their money on irrelevant pricing.,i purchased it in australia which is 8 k cheaper than it is sold in india . you can go for a non-branded device with the similar feature . i posted this review in a hope to help the midle class buyer same a me to save their money on irrelevant pricing .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon.in:customer reviews: fitbit fb507rgpk versa 2 health &amp; fitness smartwatch with heart rate, music, alexa built-in, sleep &amp; swim tracking, petal/copper rose, one size (s &amp; l bands included) (petal/copper rose)",fitbit,12-09-2019,FITBIT is ultimate!!,5,"Well for my BF's birthday I decided to gift him a smart watch as we both are hard core fitness enthusiasts. After a lot of research, I decided to but Amazfit watch worth 12900/-, but i was so so so disheartened by looking at that watch that i had to return it. It was of cheap quality Chinese smart watch type and so much issue's like dull display, laggy functions.I returned it the very next day and booked the Fitbit Versa 2....OMG what a smart watch it is !! It looks absolutely like apple smart watch and is "" Smart"" in real terms . It's quick, accurate and looks amazing. Absolutely a must buy for fitness freaks ..... thanks Amazon and Fitbit !!","well for my bf is birthday i decided to gift him a smartwatch a we both are hard core fitness enthusiast . after a lot of research , i decided to but amazfit watch worth 12900/- , but i wa so so so disheartened by looking at that watch that i had to return it . it wa of cheap quality chinese smartwatch type and so much issue is like dull display , laggy function . i returned it the very next day and booked the fitbit versa 2. omg what a smartwatch it is it look absolutely like apple smartwatch and is smart in real term . it is quick , accurate and look amazing . absolutely a must buy for fitness freak . thanks amazon and fitbit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
